osmid,y,x,ref,highway,street_count,geometry
42827669,40.700716,-73.901693,,,3,POINT (-73.901693 40.700716)
42827674,40.7005017,-73.9014588,,traffic_signals,4,POINT (-73.9014588 40.7005017)
42827688,40.5941436,-73.798304,,,4,POINT (-73.798304 40.5941436)
42827690,40.5939991,-73.8007984,,,4,POINT (-73.8007984 40.5939991)
42827700,40.695065,-73.866814,,,3,POINT (-73.866814 40.695065)
42827702,40.694381,-73.866581,,,3,POINT (-73.866581 40.694381)
42827705,40.69372,-73.866353,,,3,POINT (-73.866353 40.69372)
42827708,40.693057,-73.866131,,,3,POINT (-73.866131 40.693057)
42827711,40.692396,-73.865903,,,3,POINT (-73.865903 40.692396)
42827714,40.68947,-73.865141,,stop,4,POINT (-73.865141 40.68947)
42827719,40.687562,-73.864706,,stop,4,POINT (-73.864706 40.687562)
42827723,40.6862033,-73.8643961,,stop,4,POINT (-73.8643961 40.6862033)
42827725,40.685653,-73.864268,,traffic_signals,4,POINT (-73.864268 40.685653)
42827728,40.6843778,-73.8639776,,,3,POINT (-73.8639776 40.6843778)
42827730,40.6838179,-73.863813,,,3,POINT (-73.863813 40.6838179)
42827740,40.7213881,-73.8818496,,,3,POINT (-73.8818496 40.7213881)
42827749,40.725569,-73.884301,,,3,POINT (-73.884301 40.725569)
42827752,40.724882,-73.884136,,,4,POINT (-73.884136 40.724882)
42827771,40.6839306,-73.8634041,,,4,POINT (-73.8634041 40.6839306)
42827773,40.682736,-73.862824,,stop,4,POINT (-73.862824 40.682736)
42827782,40.679221,-73.861406,,stop,4,POINT (-73.861406 40.679221)
42827787,40.677945,-73.861091,,stop,4,POINT (-73.861091 40.677945)
42827792,40.676669,-73.860773,,,4,POINT (-73.860773 40.676669)
42827808,40.758646,-73.891609,,,3,POINT (-73.891609 40.758646)
42827811,40.7570934,-73.8913325,,traffic_signals,4,POINT (-73.8913325 40.7570934)
42827826,40.7512,-73.890262,,traffic_signals,4,POINT (-73.890262 40.7512)
42827831,40.7474445,-73.8896507,,,4,POINT (-73.8896507 40.7474445)
42827837,40.747039,-73.889571,,traffic_signals,4,POINT (-73.889571 40.747039)
42827843,40.745786,-73.889331,,traffic_signals,4,POINT (-73.889331 40.745786)
42827846,40.745411,-73.889255,,,4,POINT (-73.889255 40.745411)
42827849,40.743399,-73.88887,,traffic_signals,4,POINT (-73.88887 40.743399)
42827853,40.741747,-73.888551,,,3,POINT (-73.888551 40.741747)
42827856,40.740978,-73.888402,,traffic_signals,4,POINT (-73.888402 40.740978)
42827860,40.740264,-73.888266,,,4,POINT (-73.888266 40.740264)
42827875,40.6734156,-73.8599753,,,1,POINT (-73.8599753 40.6734156)
42827878,40.6729255,-73.8598622,,,4,POINT (-73.8598622 40.6729255)
42827884,40.6713915,-73.8594766,,stop,4,POINT (-73.8594766 40.6713915)
42827901,40.661864,-73.8570993,,,3,POINT (-73.8570993 40.661864)
42827908,40.6602289,-73.8566792,,,3,POINT (-73.8566792 40.6602289)
42827914,40.710855,-73.876299,,,3,POINT (-73.876299 40.710855)
42827916,40.7086979,-73.8753711,,,4,POINT (-73.8753711 40.7086979)
42827926,40.706314,-73.874079,,,3,POINT (-73.874079 40.706314)
42827931,40.704558,-73.8733564,,,4,POINT (-73.8733564 40.704558)
42827936,40.702612,-73.872562,,traffic_signals,3,POINT (-73.872562 40.702612)
42827945,40.7727593,-73.8941858,,,3,POINT (-73.8941858 40.7727593)
42827948,40.7709854,-73.8938608,,,3,POINT (-73.8938608 40.7709854)
42827952,40.7704203,-73.8937505,,stop,4,POINT (-73.8937505 40.7704203)
42827956,40.7685468,-73.8934165,,traffic_signals,4,POINT (-73.8934165 40.7685468)
42827962,40.7667804,-73.8930935,,,3,POINT (-73.8930935 40.7667804)
42827966,40.719251,-73.880122,,,3,POINT (-73.880122 40.719251)
42827968,40.717529,-73.878742,,,3,POINT (-73.878742 40.717529)
42827975,40.7624607,-73.8923088,,,3,POINT (-73.8923088 40.7624607)
42827977,40.760631,-73.891975,,,3,POINT (-73.891975 40.760631)
42827985,40.749223,-73.820585,,,3,POINT (-73.820585 40.749223)
42828019,40.7576926,-73.7541704,,,3,POINT (-73.7541704 40.7576926)
42828020,40.7585328,-73.7542295,,,3,POINT (-73.7542295 40.7585328)
42828118,40.5726786,-73.8500645,,,1,POINT (-73.8500645 40.5726786)
42828122,40.572364,-73.850854,,,1,POINT (-73.850854 40.572364)
42828124,40.572037,-73.851648,,,1,POINT (-73.851648 40.572037)
42828127,40.5717,-73.852438,,,1,POINT (-73.852438 40.5717)
42828130,40.571412,-73.8532646,,,1,POINT (-73.8532646 40.571412)
42828133,40.5711089,-73.8540799,,,1,POINT (-73.8540799 40.5711089)
42828137,40.5707934,-73.8548627,,,1,POINT (-73.8548627 40.5707934)
42828148,40.5745817,-73.8451514,,,1,POINT (-73.8451514 40.5745817)
42828151,40.5742902,-73.8460171,,,1,POINT (-73.8460171 40.5742902)
42828156,40.5739797,-73.8468604,,,1,POINT (-73.8468604 40.5739797)
42828159,40.5736495,-73.8476769,,,1,POINT (-73.8476769 40.5736495)
42828166,40.7718536,-73.7537576,,turning_circle,1,POINT (-73.7537576 40.7718536)
42828174,40.7268922,-73.8390458,,,3,POINT (-73.8390458 40.7268922)
42828177,40.7262237,-73.8387079,,traffic_signals,4,POINT (-73.8387079 40.7262237)
42828181,40.7255605,-73.8383695,,traffic_signals,4,POINT (-73.8383695 40.7255605)
42828187,40.7216699,-73.8359575,,traffic_signals,3,POINT (-73.8359575 40.7216699)
42828203,40.717291,-73.832071,,,3,POINT (-73.832071 40.717291)
42828205,40.7162515,-73.8307416,,,3,POINT (-73.8307416 40.7162515)
42828253,40.675077,-73.841417,,,3,POINT (-73.841417 40.675077)
42828255,40.674577,-73.841179,,,3,POINT (-73.841179 40.674577)
42828262,40.67511,-73.760315,,,3,POINT (-73.760315 40.67511)
42828274,40.708536,-73.916109,,,1,POINT (-73.916109 40.708536)
42828281,40.7069378,-73.9177411,,,4,POINT (-73.9177411 40.7069378)
42828283,40.70768,-73.916988,,,1,POINT (-73.916988 40.70768)
42828293,40.5974282,-73.765008,,,3,POINT (-73.765008 40.5974282)
42828302,40.5987247,-73.7659993,,traffic_signals,4,POINT (-73.7659993 40.5987247)
42828305,40.599434,-73.766542,,,3,POINT (-73.766542 40.599434)
42828310,40.5999957,-73.767114,,,3,POINT (-73.767114 40.5999957)
42828314,40.60047,-73.767803,,,3,POINT (-73.767803 40.60047)
42828320,40.601293,-73.768212,,,3,POINT (-73.768212 40.601293)
42828322,40.6022728,-73.7682021,,,3,POINT (-73.7682021 40.6022728)
42828336,40.7757355,-73.8472005,,,3,POINT (-73.8472005 40.7757355)
42828340,40.7757161,-73.8463624,,,4,POINT (-73.8463624 40.7757161)
42828343,40.7756744,-73.8453555,,,4,POINT (-73.8453555 40.7756744)
42828346,40.7756443,-73.8444487,,,4,POINT (-73.8444487 40.7756443)
42828350,40.7756148,-73.8435592,,,4,POINT (-73.8435592 40.7756148)
42828352,40.7755848,-73.8426542,,,4,POINT (-73.8426542 40.7755848)
42828358,40.7755556,-73.8417747,,,4,POINT (-73.8417747 40.7755556)
42828365,40.7719196,-73.9214011,,,1,POINT (-73.9214011 40.7719196)
42828367,40.771488,-73.920785,,,3,POINT (-73.920785 40.771488)
42828372,40.7750208,-73.9264143,,,3,POINT (-73.9264143 40.7750208)
42828374,40.7737572,-73.9238059,,,3,POINT (-73.9238059 40.7737572)
42828378,40.773464,-73.923148,,,3,POINT (-73.923148 40.773464)
42828386,40.775973,-73.819654,,,3,POINT (-73.819654 40.775973)
42828408,40.7174422,-73.7922461,,traffic_signals,3,POINT (-73.7922461 40.7174422)
42828411,40.717259,-73.788546,,stop,4,POINT (-73.788546 40.717259)
42828414,40.7178156,-73.7877699,,,4,POINT (-73.7877699 40.7178156)
42828418,40.7189246,-73.7852005,,,4,POINT (-73.7852005 40.7189246)
42828566,40.676957,-73.837277,,stop,4,POINT (-73.837277 40.676957)
42828568,40.676002,-73.836848,,,3,POINT (-73.836848 40.676002)
42828572,40.674922,-73.83633,,traffic_signals,3,POINT (-73.83633 40.674922)
42828581,40.606785,-73.8200915,,,3,POINT (-73.8200915 40.606785)
42828586,40.6058993,-73.8205241,,,3,POINT (-73.8205241 40.6058993)
42828593,40.7212513,-73.7782026,,,3,POINT (-73.7782026 40.7212513)
42828624,40.720537,-73.776208,,,3,POINT (-73.776208 40.720537)
42828633,40.7924935,-73.7777374,,,3,POINT (-73.7777374 40.7924935)
42828635,40.7926986,-73.7785716,,,3,POINT (-73.7785716 40.7926986)
42828636,40.7926174,-73.7795881,,,4,POINT (-73.7795881 40.7926174)
42828674,40.7887199,-73.7823306,,traffic_signals,5,POINT (-73.7823306 40.7887199)
42828684,40.6729252,-73.7679534,,,3,POINT (-73.7679534 40.6729252)
42828692,40.704586,-73.784849,,traffic_signals,3,POINT (-73.784849 40.704586)
42828695,40.703935,-73.784409,,,3,POINT (-73.784409 40.703935)
42828700,40.703304,-73.783941,,,3,POINT (-73.783941 40.703304)
42828702,40.7027,-73.783492,,,3,POINT (-73.783492 40.7027)
42828706,40.7020672,-73.7831049,,,3,POINT (-73.7831049 40.7020672)
42828719,40.7006963,-73.7831989,,stop,4,POINT (-73.7831989 40.7006963)
42828722,40.6997699,-73.7828458,,,4,POINT (-73.7828458 40.6997699)
42828724,40.6984615,-73.7818723,,,4,POINT (-73.7818723 40.6984615)
42828729,40.6968744,-73.7807226,,stop,4,POINT (-73.7807226 40.6968744)
42828732,40.695287,-73.779562,,,4,POINT (-73.779562 40.695287)
42828736,40.6940038,-73.7786454,,,3,POINT (-73.7786454 40.6940038)
42828743,40.6729808,-73.7676081,,,4,POINT (-73.7676081 40.6729808)
42828746,40.671142,-73.767406,,,4,POINT (-73.767406 40.671142)
42828749,40.669315,-73.767202,,,3,POINT (-73.767202 40.669315)
42828756,40.7201452,-73.7929306,,,3,POINT (-73.7929306 40.7201452)
42828759,40.7194866,-73.7926018,,,3,POINT (-73.7926018 40.7194866)
42828770,40.7188987,-73.7920156,,,3,POINT (-73.7920156 40.7188987)
42828772,40.7183354,-73.7917288,,,3,POINT (-73.7917288 40.7183354)
42828778,40.6921289,-73.777285,,traffic_signals,4,POINT (-73.777285 40.6921289)
42828780,40.690441,-73.776348,,,4,POINT (-73.776348 40.690441)
42828784,40.688781,-73.775377,,,4,POINT (-73.775377 40.688781)
42828790,40.688455,-73.775193,,,1,POINT (-73.775193 40.688455)
42828798,40.7379099,-73.7964459,,traffic_signals,3,POINT (-73.7964459 40.7379099)
42828801,40.736458,-73.796518,,,4,POINT (-73.796518 40.736458)
42828805,40.734621,-73.79664,,,4,POINT (-73.79664 40.734621)
42828809,40.732785,-73.796761,,,4,POINT (-73.796761 40.732785)
42828813,40.73136,-73.796857,,,4,POINT (-73.796857 40.73136)
42828816,40.729226,-73.796928,,traffic_signals,4,POINT (-73.796928 40.729226)
42828832,40.7089144,-73.7873121,,,3,POINT (-73.7873121 40.7089144)
42828836,40.706181,-73.786059,,,3,POINT (-73.786059 40.706181)
42828841,40.7120076,-73.7894089,,,3,POINT (-73.7894089 40.7120076)
42828843,40.7101479,-73.788251,,,3,POINT (-73.788251 40.7101479)
42828852,40.769281,-73.732815,,,3,POINT (-73.732815 40.769281)
42828854,40.769352,-73.73208,,,3,POINT (-73.73208 40.769352)
42828862,40.7700416,-73.7313535,,,3,POINT (-73.7313535 40.7700416)
42828872,40.749026,-73.830609,,,3,POINT (-73.830609 40.749026)
42828879,40.749172,-73.829652,,,3,POINT (-73.829652 40.749172)
42828885,40.749861,-73.827656,,,3,POINT (-73.827656 40.749861)
42828893,40.7509755,-73.8257633,,traffic_signals,3,POINT (-73.8257633 40.7509755)
42828894,40.75144,-73.824923,,,3,POINT (-73.824923 40.75144)
42828896,40.7518476,-73.8242484,,traffic_signals,4,POINT (-73.8242484 40.7518476)
42828902,40.753167,-73.821925,,traffic_signals,3,POINT (-73.821925 40.753167)
42828910,40.652751,-73.831189,,,1,POINT (-73.831189 40.652751)
42828911,40.6532513,-73.8278586,,,3,POINT (-73.8278586 40.6532513)
42828917,40.712042,-73.736455,,traffic_signals,3,POINT (-73.736455 40.712042)
42828937,40.5728012,-73.8651077,,,3,POINT (-73.8651077 40.5728012)
42828942,40.572524,-73.8659345,,,3,POINT (-73.8659345 40.572524)
42828945,40.5723959,-73.8663165,,,1,POINT (-73.8663165 40.5723959)
42828955,40.5809041,-73.8398914,,,4,POINT (-73.8398914 40.5809041)
42828959,40.5806262,-73.8407198,,,4,POINT (-73.8407198 40.5806262)
42828963,40.5803509,-73.8415403,,,4,POINT (-73.8415403 40.5803509)
42828970,40.5800769,-73.8423568,,,4,POINT (-73.8423568 40.5800769)
42828974,40.579797,-73.843191,,,4,POINT (-73.843191 40.579797)
42828981,40.5795221,-73.8440104,,,4,POINT (-73.8440104 40.5795221)
42828985,40.5792462,-73.8448326,,,4,POINT (-73.8448326 40.5792462)
42828990,40.5789714,-73.8456516,,,4,POINT (-73.8456516 40.5789714)
42828994,40.5784001,-73.8473543,,,4,POINT (-73.8473543 40.5784001)
42828997,40.5781138,-73.8482077,,,4,POINT (-73.8482077 40.5781138)
42829000,40.5778253,-73.8490674,,traffic_signals,4,POINT (-73.8490674 40.5778253)
42829002,40.577544,-73.8499057,,,4,POINT (-73.8499057 40.577544)
42829009,40.5767148,-73.8523771,,,4,POINT (-73.8523771 40.5767148)
42829013,40.5764359,-73.8532082,,,4,POINT (-73.8532082 40.5764359)
42829015,40.5761603,-73.8540294,,,4,POINT (-73.8540294 40.5761603)
42829017,40.5758828,-73.8548566,,,4,POINT (-73.8548566 40.5758828)
42829019,40.5756075,-73.8556771,,,4,POINT (-73.8556771 40.5756075)
42829021,40.5753322,-73.8564974,,,4,POINT (-73.8564974 40.5753322)
42829024,40.5750531,-73.8573293,,,4,POINT (-73.8573293 40.5750531)
42829029,40.5745031,-73.8589735,,,4,POINT (-73.8589735 40.5745031)
42829034,40.574227,-73.8597961,,,4,POINT (-73.8597961 40.574227)
42829043,40.5733964,-73.8622696,,,3,POINT (-73.8622696 40.5733964)
42829047,40.5733652,-73.8623651,,,3,POINT (-73.8623651 40.5733652)
42829050,40.5730873,-73.8631874,,,4,POINT (-73.8631874 40.5730873)
42829069,40.7101073,-73.8211582,,,3,POINT (-73.8211582 40.7101073)
42829079,40.705663,-73.818459,,traffic_signals,3,POINT (-73.818459 40.705663)
42829083,40.704002,-73.81755,,traffic_signals,4,POINT (-73.81755 40.704002)
42829089,40.701401,-73.816309,,,3,POINT (-73.816309 40.701401)
42829095,40.699492,-73.815229,,,3,POINT (-73.815229 40.699492)
42829106,40.6972407,-73.8140047,,traffic_signals,4,POINT (-73.8140047 40.6972407)
42829107,40.696282,-73.813443,,,3,POINT (-73.813443 40.696282)
42829113,40.693217,-73.811754,,,3,POINT (-73.811754 40.693217)
42829123,40.690652,-73.810322,,,3,POINT (-73.810322 40.690652)
42829128,40.688412,-73.809071,,,3,POINT (-73.809071 40.688412)
42829132,40.686963,-73.808258,,traffic_signals,4,POINT (-73.808258 40.686963)
42829135,40.6845571,-73.8070623,,,3,POINT (-73.8070623 40.6845571)
42829137,40.6828136,-73.8062203,,traffic_signals,4,POINT (-73.8062203 40.6828136)
42829147,40.6810596,-73.8053652,,,3,POINT (-73.8053652 40.6810596)
42829152,40.6793141,-73.8045066,,,3,POINT (-73.8045066 40.6793141)
42829155,40.6775644,-73.8036545,,traffic_signals,4,POINT (-73.8036545 40.6775644)
42829159,40.6758228,-73.8027973,,,3,POINT (-73.8027973 40.6758228)
42829166,40.6744195,-73.8020776,,traffic_signals,4,POINT (-73.8020776 40.6744195)
42829172,40.6731239,-73.8016882,,,3,POINT (-73.8016882 40.6731239)
42829177,40.6724025,-73.8017099,,,3,POINT (-73.8017099 40.6724025)
42829191,40.6690752,-73.8017068,,traffic_signals,4,POINT (-73.8017068 40.6690752)
42829209,40.667674,-73.802639,,stop,3,POINT (-73.802639 40.667674)
42829228,40.709226,-73.855133,,,3,POINT (-73.855133 40.709226)
42829233,40.7090842,-73.8542222,,,3,POINT (-73.8542222 40.7090842)
42829236,40.7089405,-73.8533,,stop,4,POINT (-73.8533 40.7089405)
42829239,40.7087976,-73.8523819,,stop,4,POINT (-73.8523819 40.7087976)
42829243,40.7086492,-73.8514291,,,3,POINT (-73.8514291 40.7086492)
42829281,40.6966346,-73.8122192,,,3,POINT (-73.8122192 40.6966346)
42829290,40.693572,-73.81052,,,4,POINT (-73.81052 40.693572)
42829295,40.692875,-73.810136,,stop,4,POINT (-73.810136 40.692875)
42829303,40.6922021,-73.8097217,,traffic_signals,4,POINT (-73.8097217 40.6922021)
42829307,40.69185,-73.809255,,,3,POINT (-73.809255 40.69185)
42829313,40.691447,-73.808663,,,3,POINT (-73.808663 40.691447)
42829319,40.689881,-73.806359,,,3,POINT (-73.806359 40.689881)
42829321,40.689421,-73.805687,,,3,POINT (-73.805687 40.689421)
42829324,40.688982,-73.805046,,,3,POINT (-73.805046 40.688982)
42829327,40.6885767,-73.8044459,,stop,4,POINT (-73.8044459 40.6885767)
42829342,40.773894,-73.740422,,,4,POINT (-73.740422 40.773894)
42829346,40.773601,-73.739764,,,3,POINT (-73.739764 40.773601)
42829373,40.772826,-73.738065,,,4,POINT (-73.738065 40.772826)
42829377,40.772474,-73.737293,,,3,POINT (-73.737293 40.772474)
42829383,40.771728,-73.735666,,,3,POINT (-73.735666 40.771728)
42829389,40.771241,-73.733833,,,3,POINT (-73.733833 40.771241)
42829404,40.7171233,-73.8192832,,,4,POINT (-73.8192832 40.7171233)
42829434,40.716389,-73.8182274,,,3,POINT (-73.8182274 40.716389)
42829452,40.7160043,-73.8078569,,traffic_signals,4,POINT (-73.8078569 40.7160043)
42829457,40.7160428,-73.8066442,,,3,POINT (-73.8066442 40.7160428)
42829463,40.7161698,-73.8047319,,,3,POINT (-73.8047319 40.7161698)
42829465,40.7163525,-73.8032348,,traffic_signals,4,POINT (-73.8032348 40.7163525)
42829468,40.7165478,-73.8019561,,,3,POINT (-73.8019561 40.7165478)
42829470,40.7167914,-73.8009978,,,3,POINT (-73.8009978 40.7167914)
42829479,40.7169688,-73.8000858,,,3,POINT (-73.8000858 40.7169688)
42829490,40.717224,-73.7991919,,,3,POINT (-73.7991919 40.717224)
42829494,40.7175648,-73.7981034,,traffic_signals,4,POINT (-73.7981034 40.7175648)
42829503,40.7190374,-73.7941969,,,3,POINT (-73.7941969 40.7190374)
42829520,40.750576,-73.7283956,,,3,POINT (-73.7283956 40.750576)
42829521,40.751495,-73.727585,,,3,POINT (-73.727585 40.751495)
42829526,40.752592,-73.726192,,,3,POINT (-73.726192 40.752592)
42829533,40.753327,-73.725576,,,3,POINT (-73.725576 40.753327)
42829546,40.7159778,-73.8196238,,,3,POINT (-73.8196238 40.7159778)
42829550,40.715719,-73.8178342,,,3,POINT (-73.8178342 40.715719)
42829554,40.7156525,-73.8164336,,traffic_signals,4,POINT (-73.8164336 40.7156525)
42829558,40.7156628,-73.8152402,,,3,POINT (-73.8152402 40.7156628)
42829563,40.7156857,-73.8129099,,,3,POINT (-73.8129099 40.7156857)
42829568,40.7157159,-73.8102288,,,3,POINT (-73.8102288 40.7157159)
42829576,40.7157088,-73.8077734,,traffic_signals,4,POINT (-73.8077734 40.7157088)
42829581,40.715744,-73.806823,,,3,POINT (-73.806823 40.715744)
42829588,40.715867,-73.804909,,,3,POINT (-73.804909 40.715867)
42829594,40.716253,-73.801837,,,3,POINT (-73.801837 40.716253)
42829597,40.717162,-73.797963,,traffic_signals,4,POINT (-73.797963 40.717162)
42829601,40.717338,-73.797354,,,3,POINT (-73.797354 40.717338)
42829604,40.717592,-73.796475,,,3,POINT (-73.796475 40.717592)
42829607,40.71785,-73.795599,,,3,POINT (-73.795599 40.71785)
42829610,40.718352,-73.793851,,,3,POINT (-73.793851 40.718352)
42829618,40.7188661,-73.7908867,,traffic_signals,4,POINT (-73.7908867 40.7188661)
42829636,40.718896,-73.789449,,,3,POINT (-73.789449 40.718896)
42829640,40.7187617,-73.7888967,,,3,POINT (-73.7888967 40.7187617)
42829680,40.7195744,-73.7851791,,traffic_signals,4,POINT (-73.7851791 40.7195744)
42829686,40.7207888,-73.7789283,,,3,POINT (-73.7789283 40.7207888)
42829702,40.7537279,-73.722705,,traffic_signals,5,POINT (-73.722705 40.7537279)
42829704,40.7540505,-73.7224698,,,3,POINT (-73.7224698 40.7540505)
42829706,40.756281,-73.721093,,,3,POINT (-73.721093 40.756281)
42829758,40.7592219,-73.7159384,,,3,POINT (-73.7159384 40.7592219)
42829798,40.7605583,-73.8573735,,,3,POINT (-73.8573735 40.7605583)
42829906,40.7266023,-73.8377245,11W,motorway_junction,3,POINT (-73.8377245 40.7266023)
42829920,40.7256338,-73.8372712,,,3,POINT (-73.8372712 40.7256338)
42829999,40.7168231,-73.8230808,13W,motorway_junction,3,POINT (-73.8230808 40.7168231)
42830072,40.7178973,-73.7963883,,,3,POINT (-73.7963883 40.7178973)
42830131,40.7235899,-73.7756777,19,motorway_junction,3,POINT (-73.7756777 40.7235899)
42830138,40.7247138,-73.7732903,,,3,POINT (-73.7732903 40.7247138)
42830244,40.7406408,-73.7383669,,,3,POINT (-73.7383669 40.7406408)
42830295,40.7539408,-73.7228338,,,3,POINT (-73.7228338 40.7539408)
42830578,40.7254236,-73.8377544,12,motorway_junction,3,POINT (-73.8377544 40.7254236)
42830594,40.7194939,-73.7887469,,,3,POINT (-73.7887469 40.7194939)
42830596,40.7196752,-73.7876784,,,3,POINT (-73.7876784 40.7196752)
42830599,40.7201865,-73.7850437,,traffic_signals,4,POINT (-73.7850437 40.7201865)
42830602,40.7202651,-73.7834873,,,3,POINT (-73.7834873 40.7202651)
42830605,40.7202637,-73.7826286,,,3,POINT (-73.7826286 40.7202637)
42830611,40.7212306,-73.7806789,,,3,POINT (-73.7806789 40.7212306)
42830614,40.721715,-73.779725,,,3,POINT (-73.779725 40.721715)
42830619,40.722642,-73.777579,,,3,POINT (-73.777579 40.722642)
42830630,40.7541562,-73.7240058,,,4,POINT (-73.7240058 40.7541562)
42830634,40.7545578,-73.7232037,,,4,POINT (-73.7232037 40.7545578)
42830645,40.7251798,-73.770395,20B,motorway_junction,3,POINT (-73.770395 40.7251798)
42830666,40.6999279,-73.9058776,,traffic_signals,4,POINT (-73.9058776 40.6999279)
42830669,40.7002043,-73.9055942,,traffic_signals,4,POINT (-73.9055942 40.7002043)
42830672,40.701055,-73.904727,,traffic_signals,4,POINT (-73.904727 40.701055)
42830679,40.70405,-73.901674,,,3,POINT (-73.901674 40.70405)
42830681,40.6605026,-73.8306573,,crossing,3,POINT (-73.8306573 40.6605026)
42830685,40.7951833,-73.8126312,,,3,POINT (-73.8126312 40.7951833)
42830695,40.5920997,-73.7862427,,,3,POINT (-73.7862427 40.5920997)
42830708,40.710433,-73.901419,,,1,POINT (-73.901419 40.710433)
42830714,40.70989,-73.901146,,,3,POINT (-73.901146 40.70989)
42830733,40.699785,-73.833572,,,1,POINT (-73.833572 40.699785)
42830737,40.6966186,-73.8321031,,stop,4,POINT (-73.8321031 40.6966186)
42830745,40.695148,-73.831391,,stop,4,POINT (-73.831391 40.695148)
42830750,40.6932825,-73.8304846,,traffic_signals,4,POINT (-73.8304846 40.6932825)
42830754,40.691663,-73.829702,,stop,4,POINT (-73.829702 40.691663)
42830761,40.6872445,-73.8275287,,traffic_signals,4,POINT (-73.8275287 40.6872445)
42830766,40.6858337,-73.8268341,,,4,POINT (-73.8268341 40.6858337)
42830768,40.683666,-73.825776,,traffic_signals,4,POINT (-73.825776 40.683666)
42830772,40.681525,-73.824726,,traffic_signals,4,POINT (-73.824726 40.681525)
42830778,40.67978,-73.823871,,stop,4,POINT (-73.823871 40.67978)
42830783,40.6780411,-73.8230191,,traffic_signals,4,POINT (-73.8230191 40.6780411)
42830786,40.6766538,-73.8223545,,traffic_signals,3,POINT (-73.8223545 40.6766538)
42830800,40.7075771,-73.8361823,,traffic_signals,4,POINT (-73.8361823 40.7075771)
42830803,40.7067426,-73.836533,,,4,POINT (-73.836533 40.7067426)
42830807,40.706037,-73.836216,,,3,POINT (-73.836216 40.706037)
42830815,40.7050303,-73.8360315,,stop,4,POINT (-73.8360315 40.7050303)
42830819,40.703701,-73.835483,,stop,4,POINT (-73.835483 40.703701)
42830828,40.7883738,-73.8514819,,crossing,1,POINT (-73.8514819 40.7883738)
42830833,40.7858126,-73.8513014,,,4,POINT (-73.8513014 40.7858126)
42830836,40.7847127,-73.85124,,,3,POINT (-73.85124 40.7847127)
42830844,40.6765812,-73.8219189,,traffic_signals,3,POINT (-73.8219189 40.6765812)
42830847,40.674673,-73.822518,,,4,POINT (-73.822518 40.674673)
42830853,40.672858,-73.823083,,,4,POINT (-73.823083 40.672858)
42830859,40.671044,-73.823648,,,4,POINT (-73.823648 40.671044)
42830863,40.6692266,-73.8242161,,,4,POINT (-73.8242161 40.6692266)
42830868,40.6674184,-73.8247841,,stop,4,POINT (-73.8247841 40.6674184)
42830872,40.6661352,-73.8251859,,,3,POINT (-73.8251859 40.6661352)
42830885,40.7014592,-73.8344028,,,3,POINT (-73.8344028 40.7014592)
42830887,40.700229,-73.833805,,,3,POINT (-73.833805 40.700229)
42830901,40.5659664,-73.8818539,,,3,POINT (-73.8818539 40.5659664)
42830910,40.7479578,-73.9424426,,,3,POINT (-73.9424426 40.7479578)
42830944,40.6114075,-73.7478132,,,3,POINT (-73.7478132 40.6114075)
42830948,40.611144,-73.748493,,,3,POINT (-73.748493 40.611144)
42830955,40.6078372,-73.7524103,,,5,POINT (-73.7524103 40.6078372)
42830956,40.606912,-73.752914,,,3,POINT (-73.752914 40.606912)
42830957,40.6061974,-73.7537434,,,3,POINT (-73.7537434 40.6061974)
42830977,40.591165,-73.819557,,,4,POINT (-73.819557 40.591165)
42830984,40.7367421,-73.856236,,,3,POINT (-73.856236 40.7367421)
42830986,40.73793,-73.855581,,stop,4,POINT (-73.855581 40.73793)
42830989,40.738564,-73.85523,,,4,POINT (-73.85523 40.738564)
42830993,40.739193,-73.854879,,,4,POINT (-73.854879 40.739193)
42830996,40.739825,-73.854526,,stop,4,POINT (-73.854526 40.739825)
42830999,40.740457,-73.854175,,,4,POINT (-73.854175 40.740457)
42831003,40.7410879,-73.8537932,,traffic_signals,5,POINT (-73.8537932 40.7410879)
42831007,40.741846,-73.8534,,traffic_signals,4,POINT (-73.8534 40.741846)
42831023,40.734085,-73.764709,,,3,POINT (-73.764709 40.734085)
42831024,40.7328249,-73.7636524,,traffic_signals,4,POINT (-73.7636524 40.7328249)
42831031,40.730635,-73.761497,,,3,POINT (-73.761497 40.730635)
42831038,40.728034,-73.758299,,,3,POINT (-73.758299 40.728034)
42831042,40.727852,-73.757232,,,3,POINT (-73.757232 40.727852)
42831053,40.7530868,-73.7924488,,traffic_signals,4,POINT (-73.7924488 40.7530868)
42831056,40.752767,-73.791314,,,5,POINT (-73.791314 40.752767)
42831060,40.752404,-73.790131,,,3,POINT (-73.790131 40.752404)
42831062,40.7521371,-73.78924,,traffic_signals,3,POINT (-73.78924 40.7521371)
42831067,40.751489,-73.788301,,,3,POINT (-73.788301 40.751489)
42831072,40.750913,-73.787415,,,4,POINT (-73.787415 40.750913)
42831080,40.749961,-73.785948,,,4,POINT (-73.785948 40.749961)
42831082,40.7491139,-73.7846359,,,3,POINT (-73.7846359 40.7491139)
42831085,40.7490113,-73.784477,,,4,POINT (-73.784477 40.7490113)
42831088,40.7488961,-73.7843109,,,3,POINT (-73.7843109 40.7488961)
42831092,40.7480696,-73.7830216,,,4,POINT (-73.7830216 40.7480696)
