osmid,y,x,street_count,ref,highway,geometry
266992397,22.5405032,114.1045038,4,,,POINT (114.1045038 22.5405032)
267005520,22.530216,114.0034918,3,,,POINT (114.0034918 22.530216)
267005525,22.5293131,113.9972635,3,,,POINT (113.9972635 22.5293131)
267005863,22.5308944,114.0144321,3,,,POINT (114.0144321 22.5308944)
267005864,22.5298415,114.009271,3,,,POINT (114.009271 22.5298415)
267601452,22.5381585,114.0937728,3,,,POINT (114.0937728 22.5381585)
267602001,22.548977,113.9881356,3,2270,motorway_junction,POINT (113.9881356 22.548977)
267602507,22.5446178,113.9052629,3,,,POINT (113.9052629 22.5446178)
267602518,22.545367,113.9043606,3,,,POINT (113.9043606 22.545367)
267602574,22.5311913,113.9136106,5,,traffic_signals,POINT (113.9136106 22.5311913)
269920080,22.5318095,114.0671931,3,,,POINT (114.0671931 22.5318095)
276924446,22.5902018,113.9022082,3,2259,motorway_junction,POINT (113.9022082 22.5902018)
276926174,22.5766619,113.914816,3,,,POINT (113.914816 22.5766619)
276927296,22.5680999,113.9234574,4,,,POINT (113.9234574 22.5680999)
277049917,22.5661821,113.9317428,3,,,POINT (113.9317428 22.5661821)
277049919,22.566042,113.9309169,3,,,POINT (113.9309169 22.566042)
277049979,22.5579807,113.928874,3,,,POINT (113.928874 22.5579807)
277049982,22.555519,113.926097,3,,,POINT (113.926097 22.555519)
277049983,22.5555794,113.9225111,4,3B,motorway_junction,POINT (113.9225111 22.5555794)
277049989,22.5548879,113.9147171,4,,,POINT (113.9147171 22.5548879)
277049991,22.5527436,113.910968,4,,,POINT (113.910968 22.5527436)
277050021,22.5591166,113.9021045,3,,,POINT (113.9021045 22.5591166)
277050030,22.5766051,113.8829096,3,,,POINT (113.8829096 22.5766051)
277050044,22.5895684,113.8704657,3,,,POINT (113.8704657 22.5895684)
277050046,22.5914444,113.8692209,3,,,POINT (113.8692209 22.5914444)
277052169,22.5430254,114.0560157,3,,,POINT (114.0560157 22.5430254)
277052181,22.5422349,114.0559309,3,,,POINT (114.0559309 22.5422349)
277057452,22.5764479,114.0604666,3,,,POINT (114.0604666 22.5764479)
277057703,22.5650143,114.0474324,3,,,POINT (114.0474324 22.5650143)
277057799,22.5583536,114.0909093,4,,,POINT (114.0909093 22.5583536)
277058502,22.6248793,114.0430109,3,2,motorway_junction,POINT (114.0430109 22.6248793)
277066001,22.5878447,113.871811,3,,,POINT (113.871811 22.5878447)
277066022,22.5526841,113.9069952,3,,,POINT (113.9069952 22.5526841)
277066023,22.5524995,113.9071899,3,,,POINT (113.9071899 22.5524995)
277066024,22.5492306,113.9090292,3,,,POINT (113.9090292 22.5492306)
277066066,22.5879499,113.872362,3,,,POINT (113.872362 22.5879499)
277066174,22.5919046,113.8774333,3,,,POINT (113.8774333 22.5919046)
277066179,22.5897111,113.8746747,3,,,POINT (113.8746747 22.5897111)
277182435,22.5252589,113.9253328,3,,,POINT (113.9253328 22.5252589)
277183352,22.5429267,113.9264576,3,,,POINT (113.9264576 22.5429267)
277183586,22.535601,113.992758,4,,,POINT (113.992758 22.535601)
277183713,22.5357174,113.9907755,3,,,POINT (113.9907755 22.5357174)
277183820,22.5359117,113.9896221,3,,,POINT (113.9896221 22.5359117)
277189210,22.5533565,113.912626,3,,,POINT (113.912626 22.5533565)
277189211,22.5547423,113.9148726,3,3A/4A,motorway_junction,POINT (113.9148726 22.5547423)
277189223,22.5549944,113.943488,3,6/7,motorway_junction,POINT (113.943488 22.5549944)
277189225,22.5558066,113.9485578,3,,,POINT (113.9485578 22.5558066)
277189240,22.5571195,113.9778798,3,9/10,motorway_junction,POINT (113.9778798 22.5571195)
277323272,22.5472531,114.0910876,4,,traffic_signals,POINT (114.0910876 22.5472531)
277323315,22.5270499,113.9193216,3,,,POINT (113.9193216 22.5270499)
277323319,22.5259484,113.9228765,3,,,POINT (113.9228765 22.5259484)
277323371,22.525331,113.9227271,3,,,POINT (113.9227271 22.525331)
277323374,22.5244919,113.9225302,3,,,POINT (113.9225302 22.5244919)
277323379,22.5225372,113.9230146,3,,,POINT (113.9230146 22.5225372)
277323424,22.5285296,113.9244485,3,,,POINT (113.9244485 22.5285296)
277323425,22.5298463,113.9244583,3,,,POINT (113.9244583 22.5298463)
277323432,22.5460211,113.9273794,3,,,POINT (113.9273794 22.5460211)
277323437,22.5544225,113.9287017,3,,,POINT (113.9287017 22.5544225)
277323439,22.5684006,113.929068,3,,,POINT (113.929068 22.5684006)
277323473,22.5668067,113.9264936,3,,,POINT (113.9264936 22.5668067)
277323803,22.523472,113.9545797,3,,,POINT (113.9545797 22.523472)
277323806,22.5250117,113.9297671,3,,,POINT (113.9297671 22.5250117)
277323807,22.525208,113.9278744,3,,,POINT (113.9278744 22.525208)
277328459,22.6094219,113.8567358,3,,,POINT (113.8567358 22.6094219)
277328487,22.6200225,113.8542028,3,,,POINT (113.8542028 22.6200225)
277328494,22.6188149,113.8523632,3,,,POINT (113.8523632 22.6188149)
277328557,22.6106126,113.858458,3,,,POINT (113.858458 22.6106126)
277328568,22.611666,113.8574522,3,,,POINT (113.8574522 22.611666)
277328663,22.5492502,114.0888418,3,,,POINT (114.0888418 22.5492502)
277336359,22.6301727,113.831238,3,,,POINT (113.831238 22.6301727)
277336369,22.6071266,113.840322,4,,,POINT (113.840322 22.6071266)
277336376,22.5933663,113.8478075,3,,,POINT (113.8478075 22.5933663)
277336390,22.5712724,113.875832,4,,,POINT (113.875832 22.5712724)
277336402,22.5458762,113.9024135,3,,,POINT (113.9024135 22.5458762)
277336405,22.5446021,113.9043312,3,,,POINT (113.9043312 22.5446021)
277336536,22.5436095,113.9143313,3,,,POINT (113.9143313 22.5436095)
277336537,22.5434103,113.9149623,3,,,POINT (113.9149623 22.5434103)
277336626,22.5440259,113.9136274,3,,,POINT (113.9136274 22.5440259)
277336731,22.5548773,113.9071643,3,,,POINT (113.9071643 22.5548773)
277336766,22.5759061,113.8858627,3,,,POINT (113.8858627 22.5759061)
277336781,22.5826579,113.8791273,4,,,POINT (113.8791273 22.5826579)
277336810,22.5847014,113.8770939,4,,,POINT (113.8770939 22.5847014)
277336811,22.5862099,113.8756265,3,,,POINT (113.8756265 22.5862099)
277336843,22.590945,113.8765011,3,,,POINT (113.8765011 22.590945)
277337267,22.6202562,113.8550988,3,,,POINT (113.8550988 22.6202562)
277337274,22.6203656,113.8545716,3,,,POINT (113.8545716 22.6203656)
277337411,22.6128401,113.8546873,3,,,POINT (113.8546873 22.6128401)
277485871,22.6052224,113.8659038,4,,,POINT (113.8659038 22.6052224)
277486062,22.624866,113.846285,3,,,POINT (113.846285 22.624866)
277486218,22.573465,113.927611,3,,,POINT (113.927611 22.573465)
277486222,22.5647978,113.9289633,3,,,POINT (113.9289633 22.5647978)
277486223,22.5683965,113.9288965,3,,,POINT (113.9288965 22.5683965)
277486228,22.5675164,113.9289127,3,,,POINT (113.9289127 22.5675164)
277486333,22.5652071,113.9341328,3,,,POINT (113.9341328 22.5652071)
277486339,22.5646522,113.9310503,3,,,POINT (113.9310503 22.5646522)
277486343,22.5653161,113.9272889,3,,,POINT (113.9272889 22.5653161)
277486655,22.5475773,114.0677872,4,,,POINT (114.0677872 22.5475773)
277487471,22.5936007,113.8908125,3,,,POINT (113.8908125 22.5936007)
277487472,22.5933767,113.8880676,3,,,POINT (113.8880676 22.5933767)
277663183,22.592449,113.8787384,4,,,POINT (113.8787384 22.592449)
277663217,22.565414,113.9265212,3,,,POINT (113.9265212 22.565414)
277663457,22.5638092,113.9289919,3,,,POINT (113.9289919 22.5638092)
277663669,22.5671134,113.9255441,3,,,POINT (113.9255441 22.5671134)
277664219,22.5503963,113.9286928,3,,,POINT (113.9286928 22.5503963)
277664224,22.5401367,113.9270181,3,,,POINT (113.9270181 22.5401367)
277664226,22.5385593,113.9270441,3,,,POINT (113.9270441 22.5385593)
277664239,22.5432566,113.9269242,3,,,POINT (113.9269242 22.5432566)
277664424,22.5254557,113.9239695,3,,,POINT (113.9239695 22.5254557)
277664426,22.5251655,113.925365,3,,,POINT (113.925365 22.5251655)
277664427,22.5249388,113.9266508,3,,,POINT (113.9266508 22.5249388)
277664431,22.5245404,113.9298165,3,,,POINT (113.9298165 22.5245404)
277665082,22.5429582,114.074178,3,,,POINT (114.074178 22.5429582)
277665237,22.5454144,114.0792369,4,,,POINT (114.0792369 22.5454144)
277666352,22.6255439,113.8578014,4,,,POINT (113.8578014 22.6255439)
277666762,22.6209145,113.8548756,4,,,POINT (113.8548756 22.6209145)
277667122,22.620713,113.854945,4,,,POINT (113.854945 22.620713)
277667381,22.5472169,114.0888692,3,,,POINT (114.0888692 22.5472169)
277667695,22.5661894,114.0575528,3,,motorway_junction,POINT (114.0575528 22.5661894)
277667743,22.5551896,113.9442494,3,5,motorway_junction,POINT (113.9442494 22.5551896)
277667749,22.5553662,113.9321433,3,4,motorway_junction,POINT (113.9321433 22.5553662)
277667750,22.5579889,113.9290251,3,,,POINT (113.9290251 22.5579889)
277667938,22.5518402,114.0704258,4,,,POINT (114.0704258 22.5518402)
277667939,22.5518383,114.0700098,3,,,POINT (114.0700098 22.5518383)
277668607,22.5577881,114.0910491,3,,,POINT (114.0910491 22.5577881)
277673161,22.5421526,114.0533359,3,,,POINT (114.0533359 22.5421526)
277728742,22.6229114,113.8638198,3,,,POINT (113.8638198 22.6229114)
277728764,22.5913902,113.9008347,3,,,POINT (113.9008347 22.5913902)
277729743,22.6207969,113.8550352,4,,,POINT (113.8550352 22.6207969)
277838415,22.5653492,113.9344202,3,2264,motorway_junction,POINT (113.9344202 22.5653492)
277933349,22.5360075,114.068191,3,,,POINT (114.068191 22.5360075)
277935793,22.6311037,113.8424325,3,,,POINT (113.8424325 22.6311037)
277939196,22.5664321,113.9289224,3,,,POINT (113.9289224 22.5664321)
277939300,22.5664388,113.9290845,3,,,POINT (113.9290845 22.5664388)
277939450,22.5648109,113.9291299,3,,,POINT (113.9291299 22.5648109)
278217284,22.5562888,114.0909169,3,,,POINT (114.0909169 22.5562888)
278217359,22.5573691,114.0864861,3,,,POINT (114.0864861 22.5573691)
278217366,22.5552066,114.0888855,3,,,POINT (114.0888855 22.5552066)
278218851,22.5233987,113.957409,3,,,POINT (113.957409 22.5233987)
278218852,22.52348,113.9565907,3,,,POINT (113.9565907 22.52348)
278218868,22.5240979,113.9490457,3,,,POINT (113.9490457 22.5240979)
278218869,22.5235555,113.9489667,3,,,POINT (113.9489667 22.5235555)
278218882,22.5233568,113.950695,3,,,POINT (113.950695 22.5233568)
278219211,22.5301098,113.9498905,4,,,POINT (113.9498905 22.5301098)
278219217,22.5413711,113.9539736,3,,,POINT (113.9539736 22.5413711)
278219237,22.5565768,113.9540359,3,,,POINT (113.9540359 22.5565768)
278219239,22.5565525,113.9516459,3,,,POINT (113.9516459 22.5565525)
278220530,22.5434546,113.951248,3,,,POINT (113.951248 22.5434546)
278221157,22.5427938,113.9355131,3,,,POINT (113.9355131 22.5427938)
278221796,22.5423484,113.9307635,3,,,POINT (113.9307635 22.5423484)
278221801,22.5425222,113.928761,3,,,POINT (113.928761 22.5425222)
278221808,22.542366,113.930366,3,,,POINT (113.930366 22.542366)
278221868,22.5424234,113.9312725,3,,,POINT (113.9312725 22.5424234)
278222025,22.5424733,113.9299598,3,,,POINT (113.9299598 22.5424733)
278222580,22.5431495,113.9596067,4,,,POINT (113.9596067 22.5431495)
278222583,22.5425958,113.9595298,3,,,POINT (113.9595298 22.5425958)
278222584,22.538638,113.9589797,3,,,POINT (113.9589797 22.538638)
278224666,22.5407434,114.0817385,3,,,POINT (114.0817385 22.5407434)
278242187,22.5414692,114.091143,5,,,POINT (114.091143 22.5414692)
278376456,22.5282479,113.9776265,4,,,POINT (113.9776265 22.5282479)
278376550,22.5356781,113.9406294,4,,,POINT (113.9406294 22.5356781)
278376552,22.5295713,113.9735247,4,,,POINT (113.9735247 22.5295713)
278376560,22.534593,113.9591308,4,,,POINT (113.9591308 22.534593)
278376578,22.5425248,113.9405704,3,,,POINT (113.9405704 22.5425248)
278376591,22.5461772,113.9405327,4,,traffic_signals,POINT (113.9405327 22.5461772)
278376793,22.5430912,113.939481,3,,,POINT (113.939481 22.5430912)
278657148,22.5382243,114.0991829,3,,,POINT (114.0991829 22.5382243)
278657762,22.543433,114.099483,4,,,POINT (114.099483 22.543433)
278659481,22.5444302,114.0397861,4,,,POINT (114.0397861 22.5444302)
278659670,22.553516,114.033416,4,,,POINT (114.033416 22.553516)
278659724,22.5500899,113.9796876,3,,,POINT (113.9796876 22.5500899)
278659728,22.5463916,113.9847278,3,,,POINT (113.9847278 22.5463916)
278659737,22.5438231,113.9900346,3,,,POINT (113.9900346 22.5438231)
278660185,22.5561499,113.9555586,3,,,POINT (113.9555586 22.5561499)
278660190,22.5562089,113.9596035,3,,,POINT (113.9596035 22.5562089)
278660193,22.556676,113.964036,4,,,POINT (113.964036 22.556676)
278660437,22.5549399,113.940379,4,,,POINT (113.940379 22.5549399)
278660512,22.5427161,113.9337243,3,,,POINT (113.9337243 22.5427161)
278660698,22.5457902,113.9308737,4,,traffic_signals,POINT (113.9308737 22.5457902)
278660702,22.545525,113.9341351,3,,,POINT (113.9341351 22.545525)
278660839,22.5568884,113.9707424,3,,,POINT (113.9707424 22.5568884)
278869509,22.5468287,113.9023024,3,,,POINT (113.9023024 22.5468287)
278869516,22.5492327,113.9054308,4,,,POINT (113.9054308 22.5492327)
278935261,22.5611423,113.983475,3,,,POINT (113.983475 22.5611423)
278936235,22.5609594,113.887541,3,,,POINT (113.887541 22.5609594)
278936241,22.5714716,113.8759824,4,,,POINT (113.8759824 22.5714716)
278936243,22.5723624,113.8748801,4,,,POINT (113.8748801 22.5723624)
278936298,22.5807454,113.8636865,4,,,POINT (113.8636865 22.5807454)
278936651,22.588069,113.8778582,3,,,POINT (113.8778582 22.588069)
279073591,22.5514385,113.9087632,3,2B,motorway_junction,POINT (113.9087632 22.5514385)
279073802,22.546349,113.9046651,3,,,POINT (113.9046651 22.546349)
279073806,22.549266,113.9057097,3,2A,motorway_junction,POINT (113.9057097 22.549266)
279073848,22.5314773,113.9047575,5,,,POINT (113.9047575 22.5314773)
279073851,22.5259754,113.904887,3,,,POINT (113.904887 22.5259754)
279073920,22.5263426,113.905045,3,,,POINT (113.905045 22.5263426)
279077620,22.5261345,113.9126736,3,,,POINT (113.9126736 22.5261345)
279077621,22.5272236,113.9159224,3,,,POINT (113.9159224 22.5272236)
279077687,22.526025,113.9104988,3,,,POINT (113.9104988 22.526025)
279077710,22.5354385,113.919993,4,,,POINT (113.919993 22.5354385)
279077745,22.5432435,113.9191287,4,,,POINT (113.9191287 22.5432435)
279077746,22.5430722,113.919143,4,,,POINT (113.919143 22.5430722)
279077760,22.5458944,113.9271348,3,,,POINT (113.9271348 22.5458944)
279077762,22.5431211,113.9249835,3,,,POINT (113.9249835 22.5431211)
279077946,22.5567717,114.0438439,4,,,POINT (114.0438439 22.5567717)
279077966,22.5568907,114.0624934,3,,,POINT (114.0624934 22.5568907)
279961518,22.6197972,114.0083035,3,,,POINT (114.0083035 22.6197972)
279961532,22.5943318,114.0103691,3,3,motorway_junction,POINT (114.0103691 22.5943318)
279961537,22.565275,114.0135251,3,0,motorway_junction,POINT (114.0135251 22.565275)
294966471,22.5082536,113.9459821,3,,,POINT (113.9459821 22.5082536)
294966475,22.5081663,113.9348949,3,,,POINT (113.9348949 22.5081663)
294966482,22.5074784,113.9272377,3,,,POINT (113.9272377 22.5074784)
294966493,22.4932114,113.9300896,5,,,POINT (113.9300896 22.4932114)
294966576,22.4861306,113.9079124,3,,,POINT (113.9079124 22.4861306)
294966588,22.4809686,113.8994872,4,,,POINT (113.8994872 22.4809686)
294966591,22.4806703,113.8990754,4,,,POINT (113.8990754 22.4806703)
294966615,22.495,113.8873515,4,,,POINT (113.8873515 22.495)
294966677,22.5055425,113.8895968,4,,,POINT (113.8895968 22.5055425)
294966695,22.5250085,113.9050321,3,,,POINT (113.9050321 22.5250085)
294966753,22.5081568,113.9384694,3,,,POINT (113.9384694 22.5081568)
294966805,22.5080389,113.9271741,4,,,POINT (113.9271741 22.5080389)
294966811,22.4848728,113.9300666,4,,,POINT (113.9300666 22.4848728)
294966812,22.4868092,113.9247943,4,,traffic_signals,POINT (113.9247943 22.4868092)
294986739,22.5455674,114.0854945,4,,,POINT (114.0854945 22.5455674)
294986741,22.5453983,114.0868836,3,,,POINT (114.0868836 22.5453983)
294988378,22.5454632,114.0910868,4,,traffic_signals,POINT (114.0910868 22.5454632)
294988379,22.5454639,114.0912601,3,,traffic_signals,POINT (114.0912601 22.5454639)
294988857,22.5456178,114.0841393,4,,traffic_signals,POINT (114.0841393 22.5456178)
295526887,22.5566535,114.0248726,3,,,POINT (114.0248726 22.5566535)
295526893,22.557764,114.0251788,3,,,POINT (114.0251788 22.557764)
295526971,22.5567015,114.0293474,4,,,POINT (114.0293474 22.5567015)
295526981,22.5581292,114.0272038,3,,,POINT (114.0272038 22.5581292)
295527326,22.5246529,113.9243538,3,,,POINT (113.9243538 22.5246529)
295527604,22.5210994,113.9173027,4,,,POINT (113.9173027 22.5210994)
295527648,22.5239989,113.9287216,3,,,POINT (113.9287216 22.5239989)
295527979,22.5904218,113.8806826,4,,,POINT (113.8806826 22.5904218)
295528238,22.5248483,113.904823,3,,,POINT (113.904823 22.5248483)
295556464,22.5901121,113.8726639,4,,,POINT (113.8726639 22.5901121)
295803575,22.5313879,114.0748683,3,,,POINT (114.0748683 22.5313879)
295803578,22.5306383,114.0748854,3,,,POINT (114.0748854 22.5306383)
295803665,22.5312788,114.0721434,3,,,POINT (114.0721434 22.5312788)
295803668,22.5312725,114.0718531,3,,,POINT (114.0718531 22.5312725)
295803669,22.5303866,114.071861,3,,,POINT (114.071861 22.5303866)
295803678,22.5305884,114.072176,3,,,POINT (114.072176 22.5305884)
296024714,22.5233992,113.9530017,3,,,POINT (113.9530017 22.5233992)
296024724,22.524294,113.9880582,3,,,POINT (113.9880582 22.524294)
296024728,22.5279893,113.9951276,3,,,POINT (113.9951276 22.5279893)
296024729,22.5289353,113.9967896,3,,,POINT (113.9967896 22.5289353)
296024760,22.5315228,114.0592761,3,,motorway_junction,POINT (114.0592761 22.5315228)
296024763,22.5316996,114.0703307,3,,,POINT (114.0703307 22.5316996)
296024764,22.5317589,114.0738513,3,,,POINT (114.0738513 22.5317589)
297120870,22.5129776,113.927513,4,,,POINT (113.927513 22.5129776)
297120986,22.4871555,113.909758,3,,,POINT (113.909758 22.4871555)
297120990,22.4894419,113.9143614,3,,,POINT (113.9143614 22.4894419)
297121024,22.5470592,114.0785962,3,,,POINT (114.0785962 22.5470592)
297121027,22.5470632,114.0792254,3,,,POINT (114.0792254 22.5470632)
297121592,22.5178577,113.9220025,4,,,POINT (113.9220025 22.5178577)
297134377,22.5374461,114.0881992,3,,,POINT (114.0881992 22.5374461)
297383406,22.5657402,114.0390344,3,,,POINT (114.0390344 22.5657402)
297383885,22.5672766,114.0510343,3,,,POINT (114.0510343 22.5672766)
310170186,22.5271703,114.0415258,3,,,POINT (114.0415258 22.5271703)
310170187,22.5271607,114.0408657,4,,,POINT (114.0408657 22.5271607)
310170560,22.5249453,113.9332509,3,,,POINT (113.9332509 22.5249453)
310170646,22.4976434,113.9273843,3,,,POINT (113.9273843 22.4976434)
310170659,22.4964399,113.9253774,3,,,POINT (113.9253774 22.4964399)
310170717,22.5602263,113.8728934,4,,,POINT (113.8728934 22.5602263)
310170724,22.5633138,113.8764654,4,,,POINT (113.8764654 22.5633138)
312923175,22.5903708,113.8926971,4,,,POINT (113.8926971 22.5903708)
312923693,22.5844752,113.88136,4,,,POINT (113.88136 22.5844752)
349237339,22.5530923,114.1042238,4,,,POINT (114.1042238 22.5530923)
349237387,22.5557776,114.1081022,3,,,POINT (114.1081022 22.5557776)
349237453,22.5559045,114.1079605,3,,,POINT (114.1079605 22.5559045)
349237484,22.5519837,114.1004924,3,,,POINT (114.1004924 22.5519837)
349237516,22.5501124,114.1004156,3,,,POINT (114.1004156 22.5501124)
349237518,22.5556915,114.1025452,3,,,POINT (114.1025452 22.5556915)
349237519,22.5551124,114.1006107,3,,,POINT (114.1006107 22.5551124)
352965588,22.5662633,114.0945204,4,,,POINT (114.0945204 22.5662633)
352965610,22.5646796,114.0945546,4,,,POINT (114.0945546 22.5646796)
352965781,22.5273745,114.0385653,4,,traffic_signals,POINT (114.0385653 22.5273745)
352965797,22.5254015,114.0387881,4,,,POINT (114.0387881 22.5254015)
409381098,22.5672367,114.0568159,3,,,POINT (114.0568159 22.5672367)
409391960,22.5184954,114.0551493,3,,,POINT (114.0551493 22.5184954)
409391961,22.5195872,114.058361,3,,,POINT (114.058361 22.5195872)
409391968,22.5184802,114.058956,3,,,POINT (114.058956 22.5184802)
409391970,22.5178725,114.0593271,3,,,POINT (114.0593271 22.5178725)
409391983,22.5179267,114.0580905,3,,,POINT (114.0580905 22.5179267)
409392019,22.5318565,114.0613304,3,,,POINT (114.0613304 22.5318565)
496532788,22.5233722,113.9838525,3,,motorway_junction,POINT (113.9838525 22.5233722)
496532792,22.5233364,113.9816226,3,,,POINT (113.9816226 22.5233364)
496532793,22.5302353,113.9934075,3,,,POINT (113.9934075 22.5302353)
496532806,22.5271274,113.9929481,3,,,POINT (113.9929481 22.5271274)
496532810,22.5263743,113.99167,3,,,POINT (113.99167 22.5263743)
496532821,22.5286799,113.9954478,3,,,POINT (113.9954478 22.5286799)
496532836,22.5301848,113.993588,3,,,POINT (113.993588 22.5301848)
496532859,22.5250961,113.9908814,3,,,POINT (113.9908814 22.5250961)
496532867,22.5268054,113.9938913,3,,,POINT (113.9938913 22.5268054)
496532959,22.5253362,113.9895678,3,,,POINT (113.9895678 22.5253362)
496532993,22.5229673,113.9823625,3,,,POINT (113.9823625 22.5229673)
498489656,22.5307911,114.013491,3,,,POINT (114.013491 22.5307911)
498489666,22.5299744,114.0096796,3,,,POINT (114.0096796 22.5299744)
498489686,22.5304102,114.0024377,3,,,POINT (114.0024377 22.5304102)
498489699,22.5297139,114.0097378,3,,,POINT (114.0097378 22.5297139)
498491704,22.5305554,114.0124529,3,,motorway_junction,POINT (114.0124529 22.5305554)
498491723,22.5313862,114.0164887,3,,,POINT (114.0164887 22.5313862)
498491733,22.5319251,114.0151616,3,,,POINT (114.0151616 22.5319251)
498491735,22.5332197,114.0119804,4,,,POINT (114.0119804 22.5332197)
498491736,22.5323075,114.0128856,3,,,POINT (114.0128856 22.5323075)
498491761,22.5340401,114.0154104,3,,,POINT (114.0154104 22.5340401)
498491817,22.52834,114.0163789,3,2274,motorway_junction,POINT (114.0163789 22.52834)
498493255,22.5310811,114.0126238,3,,,POINT (114.0126238 22.5310811)
498493279,22.5283121,114.0161915,3,,,POINT (114.0161915 22.5283121)
498493303,22.5344458,114.0115562,3,,,POINT (114.0115562 22.5344458)
498493318,22.5346984,114.0143366,3,,,POINT (114.0143366 22.5346984)
498493327,22.5375324,114.0137571,3,,,POINT (114.0137571 22.5375324)
498494428,22.5347764,114.0142705,3,,,POINT (114.0142705 22.5347764)
498497379,22.5414253,114.0077977,3,2274,motorway_junction,POINT (114.0077977 22.5414253)
498497387,22.5382437,114.0106931,3,,,POINT (114.0106931 22.5382437)
498497395,22.5363475,114.0117703,3,,motorway_junction,POINT (114.0117703 22.5363475)
498497402,22.5349681,114.0117951,3,,,POINT (114.0117951 22.5349681)
498497407,22.5368664,114.0099263,3,,,POINT (114.0099263 22.5368664)
498497426,22.5348294,114.0117304,3,,,POINT (114.0117304 22.5348294)
498497460,22.5370909,114.0112349,3,,,POINT (114.0112349 22.5370909)
498497463,22.5367299,114.0083083,3,,,POINT (114.0083083 22.5367299)
498497464,22.5367555,114.0092768,3,,,POINT (114.0092768 22.5367555)
498497466,22.5373632,114.0127584,3,,,POINT (114.0127584 22.5373632)
498497467,22.537688,114.014627,3,,,POINT (114.014627 22.537688)
498497483,22.5394905,114.0104956,3,,,POINT (114.0104956 22.5394905)
498497488,22.5385794,114.0112056,3,,,POINT (114.0112056 22.5385794)
498497519,22.5378182,114.0120121,3,,,POINT (114.0120121 22.5378182)
498497533,22.5325343,114.0122388,3,,,POINT (114.0122388 22.5325343)
498497596,22.5301531,114.0105404,3,,,POINT (114.0105404 22.5301531)
498497645,22.536338,114.0129359,3,,,POINT (114.0129359 22.536338)
498497707,22.5357306,114.0137605,3,,motorway_junction,POINT (114.0137605 22.5357306)
498497741,22.5413522,114.0081858,3,,,POINT (114.0081858 22.5413522)
498497772,22.5382574,114.0154917,3,,,POINT (114.0154917 22.5382574)
498497775,22.538263,114.0148209,3,,,POINT (114.0148209 22.538263)
498497854,22.5372276,114.0092203,3,,,POINT (114.0092203 22.5372276)
498499194,22.5392118,114.0096998,3,,,POINT (114.0096998 22.5392118)
498499229,22.5372259,114.0084778,3,,,POINT (114.0084778 22.5372259)
498499239,22.5374249,114.0096265,4,,,POINT (114.0096265 22.5374249)
498857670,22.5263675,114.0326051,4,,,POINT (114.0326051 22.5263675)
498857685,22.5284642,114.0287734,3,,,POINT (114.0287734 22.5284642)
498857714,22.5298648,114.0267647,3,,,POINT (114.0267647 22.5298648)
498857809,22.5319733,114.0208578,3,,,POINT (114.0208578 22.5319733)
498867803,22.5313195,114.026621,3,,,POINT (114.026621 22.5313195)
498867870,22.5323265,114.0206723,3,,,POINT (114.0206723 22.5323265)
498867885,22.5322801,114.022539,3,,,POINT (114.022539 22.5322801)
498867924,22.5321667,114.0205577,3,,,POINT (114.0205577 22.5321667)
498877494,22.5263019,114.0327186,4,,,POINT (114.0327186 22.5263019)
498877512,22.5319019,114.0179865,3,,,POINT (114.0179865 22.5319019)
498877513,22.5315693,114.0172987,3,,,POINT (114.0172987 22.5315693)
498877516,22.5305246,114.0274194,3,,,POINT (114.0274194 22.5305246)
498877530,22.5289666,114.0280019,3,,,POINT (114.0280019 22.5289666)
498877542,22.5302857,114.0284678,3,,,POINT (114.0284678 22.5302857)
498877546,22.529894,114.0112071,3,,,POINT (114.0112071 22.529894)
498877548,22.530148,114.012353,3,,,POINT (114.012353 22.530148)
498877549,22.530401,114.0135401,3,,,POINT (114.0135401 22.530401)
498877550,22.5307475,114.0144951,3,,,POINT (114.0144951 22.5307475)
498877557,22.5316625,114.0195879,3,,,POINT (114.0195879 22.5316625)
498877573,22.5312399,114.0248377,3,,,POINT (114.0248377 22.5312399)
498877595,22.531968,114.0239888,3,,,POINT (114.0239888 22.531968)
498877610,22.5317494,114.0232259,3,,motorway_junction,POINT (114.0232259 22.5317494)
498877613,22.5300921,114.029379,3,,,POINT (114.029379 22.5300921)
498877620,22.522091,114.0403131,3,,,POINT (114.0403131 22.522091)
498877627,22.5235996,114.037575,4,,,POINT (114.037575 22.5235996)
498877630,22.5246394,114.0356845,3,,,POINT (114.0356845 22.5246394)
498882063,22.539334,114.0212141,3,,,POINT (114.0212141 22.539334)
498882067,22.5395752,114.0226556,3,,,POINT (114.0226556 22.5395752)
498882081,22.5401056,114.0230128,3,,,POINT (114.0230128 22.5401056)
498882100,22.5420524,114.0228495,3,,,POINT (114.0228495 22.5420524)
498882122,22.5387775,114.0201625,3,,,POINT (114.0201625 22.5387775)
498882128,22.5387576,114.0206443,3,,,POINT (114.0206443 22.5387576)
498883178,22.5389203,114.0215737,3,,,POINT (114.0215737 22.5389203)
499209819,22.5155692,114.0570571,3,,,POINT (114.0570571 22.5155692)
499236929,22.53285,114.0444805,3,,motorway_junction,POINT (114.0444805 22.53285)
499236944,22.5299079,114.0446811,3,,,POINT (114.0446811 22.5299079)
499237147,22.5314857,114.0457621,3,,,POINT (114.0457621 22.5314857)
499237159,22.5309887,114.03998,3,,,POINT (114.03998 22.5309887)
499237230,22.5304322,114.029682,3,,,POINT (114.029682 22.5304322)
